Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,128364,-,-,-,38.29,-122.14,-8,195,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2007,1,1,0,0,0,0,0,0,0,0,0,4,164.52,0,0.1286800056695938,1.5,1.362,200.10000000000002,100.0,4,1000.0
2007,1,1,0,30,0,0,0,0,0,0,0,4,164.24,0,0.1286800056695938,1.8,1.354,200.10000000000002,100.0,4,1000.0
2007,1,1,1,0,0,0,0,0,0,0,1,4,161.59,0,0.1286800056695938,2.1,1.347,203.0,100.0,4,1000.0
2007,1,1,1,30,0,0,0,0,0,0,1,4,157.39000000000001,0,0.1286800056695938,2.5,1.334,203.0,100.0,4,1000.0
2007,1,1,2,0,0,0,0,0,0,0,1,4,152.35,0,0.1286800056695938,2.9000000000000004,1.322,203.10000000000002,100.0,4,1000.0
2007,1,1,2,30,0,0,0,0,0,0,0,2,146.88,0,0.1286800056695938,3.4000000000000004,1.315,203.10000000000002,100.0,3,1000.0
2007,1,1,3,0,0,0,0,0,0,0,0,2,141.17000000000002,0,0.1286800056695938,4.0,1.308,202.9,100.0,3,1000.0
2007,1,1,3,30,0,0,0,0,0,0,0,2,135.34,0,0.1286800056695938,4.4,1.301,202.9,100.0,3,1000.0
2007,1,1,4,0,0,0,0,0,0,0,1,2,129.46,0,0.1286800056695938,4.800000000000001,1.294,203.4,100.0,3,1000.0
2007,1,1,4,30,0,0,0,0,0,0,0,2,123.58,0,0.1286800056695938,5.0,1.28,203.4,100.0,3,1000.0
2007,1,1,5,0,0,0,0,0,0,0,0,2,117.73,0,0.1286800056695938,5.2,1.266,203.5,100.0,3,1000.0
2007,1,1,5,30,0,0,0,0,0,0,0,2,111.95,0,0.1286800056695938,5.300000000000001,1.2530000000000001,203.5,100.0,2,1000.0
2007,1,1,6,0,0,0,0,0,0,0,1,2,106.26,0,0.1286800056695938,5.5,1.24,201.3,100.0,2,1000.0
2007,1,1,6,30,0,0,0,0,0,0,7,2,100.69,0,0.1286800056695938,5.7,1.238,201.3,100.0,2,1000.0
2007,1,1,7,0,0,0,0,0,0,0,8,2,95.28,0,0.1286800056695938,6.0,1.236,198.20000000000002,100.0,2,1000.0
2007,1,1,7,30,0,0,0,0,0,0,4,2,90.05,0,0.1286800056695938,6.800000000000001,1.245,198.20000000000002,98.95,3,1000.0
2007,1,1,8,0,26,387,59,26,387,59,0,2,85.07000000000001,0,0.1286800056695938,7.7,1.254,200.20000000000002,86.45,5,1000.0
2007,1,1,8,30,41,569,136,41,569,136,0,2,80.38,0,0.1286800056695938,8.3,1.268,200.20000000000002,80.68,6,1000.0
2007,1,1,9,0,50,685,215,50,685,215,0,2,76.04,0,0.1286800056695938,8.9,1.282,202.8,69.76,8,1000.0
2007,1,1,9,30,56,757,289,56,757,289,0,2,72.10000000000001,0,0.1286800056695938,8.8,1.294,202.8,65.19,9,1000.0
2007,1,1,10,0,92,601,310,61,809,355,7,2,68.66,0,0.1286800056695938,8.8,1.306,204.10000000000002,60.27,10,1000.0
2007,1,1,10,30,64,842,410,64,842,410,0,2,65.79,0,0.1286800056695938,8.700000000000001,1.312,204.10000000000002,56.36,11,1000.0
2007,1,1,11,0,65,868,452,65,868,452,0,2,63.56,0,0.1286800056695938,8.700000000000001,1.318,205.70000000000002,50.42,13,1000.0
2007,1,1,11,30,67,882,480,67,882,480,0,2,62.06,0,0.1286800056695938,8.6,1.321,205.70000000000002,50.39,13,1000.0
2007,1,1,12,0,67,891,494,67,891,494,0,3,61.33,0,0.1286800056695938,8.6,1.324,206.20000000000002,47.94,14,1000.0
2007,1,1,12,30,67,891,493,67,891,493,0,3,61.410000000000004,0,0.1286800056695938,8.5,1.318,206.20000000000002,47.92,14,1000.0
2007,1,1,13,0,66,883,477,66,883,477,1,3,62.28,0,0.1286800056695938,8.5,1.313,204.4,45.82,15,1000.0
2007,1,1,13,30,157,428,346,64,869,446,8,3,63.92,0,0.1286800056695938,8.3,1.306,204.4,45.81,15,1000.0
2007,1,1,14,0,61,848,402,61,848,402,0,4,66.27,0,0.1286800056695938,8.1,1.299,204.9,44.79,16,1000.0
2007,1,1,14,30,57,813,345,57,813,345,0,3,69.26,0,0.1286800056695938,7.6000000000000005,1.311,204.9,47.74,15,1000.0
2007,1,1,15,0,52,764,278,52,764,278,0,5,72.8,0,0.1286800056695938,7.1000000000000005,1.324,207.4,54.03,15,1000.0
2007,1,1,15,30,45,688,202,45,688,202,2,5,76.81,4,0.1286800056695938,6.5,1.362,207.4,61.49,13,1000.0
2007,1,1,16,0,51,263,91,36,570,123,3,6,81.23,0,0.1286800056695938,6.0,1.4000000000000001,209.10000000000002,72.52,11,1000.0
2007,1,1,16,30,24,159,35,22,371,48,3,6,85.98,4,0.1286800056695938,6.0,1.448,209.10000000000002,77.52,10,1000.0
2007,1,1,17,0,0,0,0,0,0,0,0,5,91.01,0,0.1286800056695938,6.1000000000000005,1.496,208.10000000000002,79.22,9,1000.0
2007,1,1,17,30,0,0,0,0,0,0,,5,96.27,1,0.1286800056695938,6.2,1.538,208.10000000000002,84.75,8,1000.0
2007,1,1,18,0,0,0,0,0,0,0,1,5,101.71000000000001,0,0.1286800056695938,6.4,1.58,203.10000000000002,84.41,8,1000.0
2007,1,1,18,30,0,0,0,0,0,0,4,5,107.3,0,0.1286800056695938,6.6000000000000005,1.618,203.10000000000002,90.35000000000001,7,1000.0
2007,1,1,19,0,0,0,0,0,0,0,3,5,113.02,0,0.1286800056695938,6.9,1.657,199.60000000000002,89.34,7,1000.0
2007,1,1,19,30,0,0,0,0,0,0,3,5,118.81,0,0.1286800056695938,6.9,1.672,199.60000000000002,89.32000000000001,7,1000.0
2007,1,1,20,0,0,0,0,0,0,0,1,5,124.67,0,0.1286800056695938,6.9,1.687,202.20000000000002,87.73,7,1000.0
2007,1,1,20,30,0,0,0,0,0,0,1,5,130.55,0,0.1286800056695938,6.9,1.682,202.20000000000002,93.95,6,1000.0
2007,1,1,21,0,0,0,0,0,0,0,1,4,136.42000000000002,0,0.1286800056695938,6.9,1.678,202.0,91.69,6,1000.0
2007,1,1,21,30,0,0,0,0,0,0,0,4,142.23,0,0.1286800056695938,6.800000000000001,1.68,202.0,91.69,6,1000.0
2007,1,1,22,0,0,0,0,0,0,0,0,4,147.9,0,0.1286800056695938,6.800000000000001,1.682,203.8,88.69,6,1000.0
2007,1,1,22,30,0,0,0,0,0,0,0,4,153.31,0,0.1286800056695938,6.6000000000000005,1.694,203.8,88.69,6,1000.0
2007,1,1,23,0,0,0,0,0,0,0,1,3,158.21,0,0.1286800056695938,6.5,1.707,204.9,85.47,6,1000.0
2007,1,1,23,30,0,0,0,0,0,0,4,3,162.17000000000002,0,0.1286800056695938,6.4,1.729,204.9,85.46000000000001,6,1000.0
2007,1,2,0,0,0,0,0,0,0,0,3,3,164.42000000000002,0,0.1286800056695938,6.300000000000001,1.7510000000000001,203.3,82.89,6,1000.0
2007,1,2,0,30,0,0,0,0,0,0,1,3,164.19,0,0.1286800056695938,6.1000000000000005,1.7690000000000001,203.3,88.84,5,1000.0
2007,1,2,1,0,0,0,0,0,0,0,7,3,161.58,0,0.1286800056695938,6.1000000000000005,1.7870000000000001,205.10000000000002,87.93,5,1000.0
2007,1,2,1,30,0,0,0,0,0,0,7,3,157.4,0,0.1286800056695938,6.1000000000000005,1.8,205.10000000000002,94.3,4,1000.0
2007,1,2,2,0,0,0,0,0,0,0,8,3,152.38,0,0.1286800056695938,6.1000000000000005,1.814,207.4,94.54,4,1000.0
2007,1,2,2,30,0,0,0,0,0,0,3,3,146.92000000000002,0,0.1286800056695938,6.1000000000000005,1.824,207.4,94.53,4,1000.0
2007,1,2,3,0,0,0,0,0,0,0,3,3,141.21,0,0.1286800056695938,6.1000000000000005,1.834,206.0,94.99,4,1000.0
2007,1,2,3,30,0,0,0,0,0,0,4,3,135.39000000000001,0,0.1286800056695938,6.1000000000000005,1.822,206.0,94.97,4,1000.0
2007,1,2,4,0,0,0,0,0,0,0,7,3,129.51,0,0.1286800056695938,6.2,1.81,204.60000000000002,95.46000000000001,4,1000.0
2007,1,2,4,30,0,0,0,0,0,0,7,3,123.63000000000001,0,0.1286800056695938,6.300000000000001,1.788,204.60000000000002,95.47,4,1000.0
2007,1,2,5,0,0,0,0,0,0,0,7,3,117.78,0,0.1286800056695938,6.4,1.7670000000000001,203.8,96.4,4,1000.0
