Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,135867,-,-,-,38.93,-122.3,-8,644,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature
2014,1,1,0,0,0,0,0,1.4000000000000001,6
2014,1,1,0,30,0,0,0,1.4000000000000001,5
2014,1,1,1,0,0,0,0,1.4000000000000001,5
2014,1,1,1,30,0,0,0,1.4000000000000001,5
2014,1,1,2,0,0,0,0,1.5,5
2014,1,1,2,30,0,0,0,1.5,4
2014,1,1,3,0,0,0,0,1.5,4
2014,1,1,3,30,0,0,0,1.5,4
2014,1,1,4,0,0,0,0,1.5,4
2014,1,1,4,30,0,0,0,1.5,3
2014,1,1,5,0,0,0,0,1.6,3
2014,1,1,5,30,0,0,0,1.6,3
2014,1,1,6,0,0,0,0,1.6,3
2014,1,1,6,30,0,0,0,1.6,3
2014,1,1,7,0,0,0,0,1.6,3
2014,1,1,7,30,0,0,0,2.2,4
2014,1,1,8,0,55,23,410,2.9000000000000004,6
2014,1,1,8,30,132,37,598,2.8000000000000003,7
2014,1,1,9,0,211,46,711,2.8000000000000003,9
2014,1,1,9,30,285,52,782,3.1,10
2014,1,1,10,0,348,61,811,3.5,12
2014,1,1,10,30,403,65,845,3.3000000000000003,13
2014,1,1,11,0,445,68,866,3.1,15
2014,1,1,11,30,473,69,880,2.9000000000000004,16
2014,1,1,12,0,486,71,883,2.7,17
