Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,135867,-,-,-,38.93,-122.3,-8,644,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature
2015,1,1,0,0,0,0,0,4.9,0
2015,1,1,0,30,0,0,0,4.9,0
2015,1,1,1,0,0,0,0,4.9,0
2015,1,1,1,30,0,0,0,4.800000000000001,0
2015,1,1,2,0,0,0,0,4.800000000000001,0
2015,1,1,2,30,0,0,0,4.6000000000000005,0
2015,1,1,3,0,0,0,0,4.5,0
2015,1,1,3,30,0,0,0,4.2,0
2015,1,1,4,0,0,0,0,3.9000000000000004,0
2015,1,1,4,30,0,0,0,3.6,0
2015,1,1,5,0,0,0,0,3.3000000000000003,0
2015,1,1,5,30,0,0,0,3.1,0
2015,1,1,6,0,0,0,0,3.0,-1
2015,1,1,6,30,0,0,0,3.1,-1
2015,1,1,7,0,0,0,0,3.3000000000000003,-1
2015,1,1,7,30,0,0,0,3.4000000000000004,0
2015,1,1,8,0,60,22,489,3.5,1
2015,1,1,8,30,140,33,671,3.6,2
2015,1,1,9,0,221,41,776,3.7,3
2015,1,1,9,30,297,46,843,3.7,4
2015,1,1,10,0,364,51,886,3.7,5
2015,1,1,10,30,420,53,917,3.8000000000000003,5
2015,1,1,11,0,463,55,937,3.9000000000000004,6
2015,1,1,11,30,492,56,949,3.9000000000000004,6
