Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,135867,-,-,-,38.93,-122.3,-8,644,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature
2001,1,1,0,0,0,0,0,1.1,4
2001,1,1,0,30,0,0,0,1.1,3
2001,1,1,1,0,0,0,0,1.2000000000000002,3
2001,1,1,1,30,0,0,0,1.2000000000000002,3
2001,1,1,2,0,0,0,0,1.2000000000000002,3
2001,1,1,2,30,0,0,0,1.2000000000000002,3
2001,1,1,3,0,0,0,0,1.2000000000000002,3
2001,1,1,3,30,0,0,0,1.2000000000000002,3
2001,1,1,4,0,0,0,0,1.2000000000000002,4
2001,1,1,4,30,0,0,0,1.2000000000000002,3
2001,1,1,5,0,0,0,0,1.3,3
2001,1,1,5,30,0,0,0,1.3,3
2001,1,1,6,0,0,0,0,1.3,3
2001,1,1,6,30,0,0,0,1.3,2
2001,1,1,7,0,0,0,0,1.3,2
2001,1,1,7,30,0,0,0,1.7000000000000002,3
2001,1,1,8,0,36,27,112,2.2,5
2001,1,1,8,30,86,57,182,2.3000000000000003,7
2001,1,1,9,0,191,51,602,2.5,9
2001,1,1,9,30,188,117,239,2.7,10
2001,1,1,10,0,237,141,270,2.9000000000000004,12
2001,1,1,10,30,314,140,434,3.0,13
2001,1,1,11,0,460,68,900,3.3000000000000003,14
2001,1,1,11,30,489,70,913,3.4000000000000004,14
2001,1,1,12,0,503,69,924,3.6,15
2001,1,1,12,30,502,69,922,3.6,15
2001,1,1,13,0,486,68,915,3.7,16
2001,1,1,13,30,454,66,899,3.2,16
2001,1,1,14,0,409,64,873,2.8000000000000003,16
2001,1,1,14,30,351,60,836,2.0,15
2001,1,1,15,0,282,55,780,1.3,14
2001,1,1,15,30,205,48,701,1.4000000000000001,12
2001,1,1,16,0,123,38,571,1.5,10
2001,1,1,16,30,47,23,356,1.5,8
2001,1,1,17,0,0,0,0,1.6,7
2001,1,1,17,30,0,0,0,1.6,6
2001,1,1,18,0,0,0,0,1.7000000000000002,6
2001,1,1,18,30,0,0,0,1.6,6
2001,1,1,19,0,0,0,0,1.6,6
2001,1,1,19,30,0,0,0,1.5,5
2001,1,1,20,0,0,0,0,1.5,5
2001,1,1,20,30,0,0,0,1.5,5
2001,1,1,21,0,0,0,0,1.5,5
2001,1,1,21,30,0,0,0,1.5,4
2001,1,1,22,0,0,0,0,1.6,4
2001,1,1,22,30,0,0,0,1.6,4
2001,1,1,23,0,0,0,0,1.6,4
2001,1,1,23,30,0,0,0,1.5,4
2001,1,2,0,0,0,0,0,1.4000000000000001,4
2001,1,2,0,30,0,0,0,1.3,3
2001,1,2,1,0,0,0,0,1.3,3
2001,1,2,1,30,0,0,0,1.3,3
2001,1,2,2,0,0,0,0,1.4000000000000001,3
2001,1,2,2,30,0,0,0,1.5,2
2001,1,2,3,0,0,0,0,1.7000000000000002,2
2001,1,2,3,30,0,0,0,1.7000000000000002,2
2001,1,2,4,0,0,0,0,1.8,2
2001,1,2,4,30,0,0,0,1.8,2
2001,1,2,5,0,0,0,0,1.8,2
2001,1,2,5,30,0,0,0,1.8,2
2001,1,2,6,0,0,0,0,1.9000000000000001,2
2001,1,2,6,30,0,0,0,2.0,2
2001,1,2,7,0,0,0,0,2.2,2
2001,1,2,7,30,0,0,0,2.8000000000000003,3
2001,1,2,8,0,37,27,121,3.4000000000000004,5
2001,1,2,8,30,88,56,202,3.7,6
2001,1,2,9,0,125,91,148,4.0,8
2001,1,2,9,30,287,54,782,4.3,9
2001,1,2,10,0,354,59,833,4.6000000000000005,11
2001,1,2,10,30,410,62,867,4.4,12
2001,1,2,11,0,453,64,891,4.3,13
2001,1,2,11,30,483,66,906,4.1000000000000005,14
2001,1,2,12,0,498,67,914,3.9000000000000004,15
2001,1,2,12,30,497,67,914,3.6,15
2001,1,2,13,0,481,67,904,3.4000000000000004,16
2001,1,2,13,30,451,65,890,3.0,16
2001,1,2,14,0,408,63,868,2.7,16
2001,1,2,14,30,351,59,834,1.9000000000000001,15
2001,1,2,15,0,283,54,785,1.1,14
2001,1,2,15,30,207,47,710,1.2000000000000002,12
2001,1,2,16,0,127,37,592,1.3,10
2001,1,2,16,30,49,23,385,1.3,9
2001,1,2,17,0,0,0,0,1.4000000000000001,8
2001,1,2,17,30,0,0,0,1.4000000000000001,7
2001,1,2,18,0,0,0,0,1.4000000000000001,7
2001,1,2,18,30,0,0,0,1.4000000000000001,6
2001,1,2,19,0,0,0,0,1.4000000000000001,6
2001,1,2,19,30,0,0,0,1.4000000000000001,5
2001,1,2,20,0,0,0,0,1.4000000000000001,5
2001,1,2,20,30,0,0,0,1.3,5
2001,1,2,21,0,0,0,0,1.3,5
2001,1,2,21,30,0,0,0,1.3,4
2001,1,2,22,0,0,0,0,1.3,4
2001,1,2,22,30,0,0,0,1.3,3
2001,1,2,23,0,0,0,0,1.3,3
2001,1,2,23,30,0,0,0,1.2000000000000002,2
2001,1,3,0,0,0,0,0,1.2000000000000002,2
2001,1,3,0,30,0,0,0,1.2000000000000002,2
2001,1,3,1,0,0,0,0,1.2000000000000002,2
2001,1,3,1,30,0,0,0,1.2000000000000002,2
2001,1,3,2,0,0,0,0,1.2000000000000002,2
2001,1,3,2,30,0,0,0,1.2000000000000002,2
2001,1,3,3,0,0,0,0,1.3,2
2001,1,3,3,30,0,0,0,1.3,2
2001,1,3,4,0,0,0,0,1.3,2
2001,1,3,4,30,0,0,0,1.3,1
2001,1,3,5,0,0,0,0,1.4000000000000001,1
2001,1,3,5,30,0,0,0,1.4000000000000001,1
2001,1,3,6,0,0,0,0,1.4000000000000001,1
2001,1,3,6,30,0,0,0,1.3,1
2001,1,3,7,0,0,0,0,1.3,1
2001,1,3,7,30,0,0,0,1.6,3
2001,1,3,8,0,58,24,445,2.0,5
