Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,135867,-,-,-,38.93,-122.3,-8,644,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature
2008,1,1,0,0,0,0,0,1.6,1
2008,1,1,0,30,0,0,0,1.5,1
2008,1,1,1,0,0,0,0,1.5,1
2008,1,1,1,30,0,0,0,1.5,0
2008,1,1,2,0,0,0,0,1.5,0
2008,1,1,2,30,0,0,0,1.4000000000000001,0
2008,1,1,3,0,0,0,0,1.4000000000000001,0
2008,1,1,3,30,0,0,0,1.4000000000000001,0
2008,1,1,4,0,0,0,0,1.4000000000000001,0
2008,1,1,4,30,0,0,0,1.4000000000000001,0
2008,1,1,5,0,0,0,0,1.4000000000000001,0
2008,1,1,5,30,0,0,0,1.4000000000000001,0
2008,1,1,6,0,0,0,0,1.4000000000000001,0
2008,1,1,6,30,0,0,0,1.4000000000000001,0
2008,1,1,7,0,0,0,0,1.4000000000000001,0
2008,1,1,7,30,0,0,0,1.9000000000000001,0
2008,1,1,8,0,55,25,383,2.4000000000000004,1
2008,1,1,8,30,132,40,580,2.4000000000000004,2
2008,1,1,9,0,137,88,211,2.5,3
2008,1,1,9,30,196,113,279,2.6,4
2008,1,1,10,0,350,67,800,2.7,5
2008,1,1,10,30,330,124,515,2.7,5
2008,1,1,11,0,380,118,603,2.8000000000000003,6
2008,1,1,11,30,355,177,388,2.8000000000000003,6
2008,1,1,12,0,377,174,431,2.8000000000000003,7
2008,1,1,12,30,401,151,532,2.8000000000000003,7
2008,1,1,13,0,360,170,416,2.9000000000000004,8
2008,1,1,13,30,329,164,383,2.9000000000000004,8
2008,1,1,14,0,277,157,305,3.0,8
2008,1,1,14,30,209,145,186,2.4000000000000004,7
2008,1,1,15,0,149,118,109,1.8,7
2008,1,1,15,30,116,86,137,1.5,6
2008,1,1,16,0,97,45,358,1.2000000000000002,5
2008,1,1,16,30,36,24,177,1.2000000000000002,4
2008,1,1,17,0,0,0,0,1.3,3
2008,1,1,17,30,0,0,0,1.3,2
2008,1,1,18,0,0,0,0,1.3,2
2008,1,1,18,30,0,0,0,1.3,2
2008,1,1,19,0,0,0,0,1.4000000000000001,2
2008,1,1,19,30,0,0,0,1.4000000000000001,2
2008,1,1,20,0,0,0,0,1.4000000000000001,2
2008,1,1,20,30,0,0,0,1.3,2
2008,1,1,21,0,0,0,0,1.3,2
2008,1,1,21,30,0,0,0,1.2000000000000002,2
2008,1,1,22,0,0,0,0,1.2000000000000002,2
2008,1,1,22,30,0,0,0,1.1,2
2008,1,1,23,0,0,0,0,1.1,2
2008,1,1,23,30,0,0,0,1.0,2
2008,1,2,0,0,0,0,0,1.0,2
2008,1,2,0,30,0,0,0,1.0,2
2008,1,2,1,0,0,0,0,1.0,3
2008,1,2,1,30,0,0,0,1.0,3
2008,1,2,2,0,0,0,0,1.0,3
2008,1,2,2,30,0,0,0,0.9,3
2008,1,2,3,0,0,0,0,0.9,3
2008,1,2,3,30,0,0,0,0.9,3
2008,1,2,4,0,0,0,0,0.9,3
2008,1,2,4,30,0,0,0,0.9,3
2008,1,2,5,0,0,0,0,1.0,3
2008,1,2,5,30,0,0,0,1.0,2
2008,1,2,6,0,0,0,0,1.0,2
2008,1,2,6,30,0,0,0,1.1,2
2008,1,2,7,0,0,0,0,1.2000000000000002,2
2008,1,2,7,30,0,0,0,1.6,2
2008,1,2,8,0,39,28,148,2.0,3
2008,1,2,8,30,95,54,261,2.3000000000000003,3
2008,1,2,9,0,154,85,296,2.6,4
2008,1,2,9,30,188,117,239,2.9000000000000004,5
2008,1,2,10,0,232,144,248,3.3000000000000003,6
2008,1,2,10,30,411,68,857,3.4000000000000004,6
2008,1,2,11,0,370,136,536,3.5,7
2008,1,2,11,30,404,128,599,3.6,8
2008,1,2,12,0,415,138,589,3.7,9
2008,1,2,12,30,496,74,898,3.7,9
2008,1,2,13,0,366,168,432,3.8000000000000003,10
2008,1,2,13,30,441,83,828,3.7,10
2008,1,2,14,0,396,80,798,3.6,10
2008,1,2,14,30,338,75,757,2.6,9
2008,1,2,15,0,195,107,300,1.7000000000000002,9
2008,1,2,15,30,140,87,238,1.4000000000000001,8
2008,1,2,16,0,111,38,490,1.2000000000000002,7
2008,1,2,16,30,41,25,232,1.2000000000000002,6
2008,1,2,17,0,0,0,0,1.2000000000000002,6
